id	word1	word2	headline
420	evangelio	recordáis	- Hermanos: hoy vamos a hablar de la mentira y de los mentirosos. ¿Cuántas de vosotras recordáis qué dice el capítulo 32 de San Lucas? Todo el mundo levanta la mano. - Precisamente, a eso me refería. El evangelio de San Lucas sólo tiene 24 capítulos.
422	charla	pronombres	Una mujer desesperada tiene una charla con su marido: - Bueno, entonces ¿Tú y yo qué somos? - Pronombres cariño
423	merendar	soldado	- ¡Capitán! - Dime, soldado. - ¡Objetivo a las 6 en punto! - Merendar
424	rancho	caballos	SE ABRE EL TELÓN  Se ve un rancho. Muchos caballos. Aparece un gitano. Desaparecen los caballos SE CIERRA EL TELÓN  ¿cómo se llama la película? - EL HOMBRE QUE SUS RUBABA LOS CABALLOS
426	amarillos	dientes	- Doctor, doctor, tengo los dientes amarillos..¿qué me recomienda? - Corbata marrón.
427	amante	contento	- Pepe, ¿por qué estás tan contento esta mañana?  - Cómo no voy a estar contento, si mi mujer me ha dicho que soy el mejor amante de todo el barrio.
429	roto	aquí	- Doctor,doctor! Mire me toco aquí y me duele....me toco aquí y me duele....me toco aquí y me duele....sabe qué es lo que me pasa? - Usted tiene el dedo roto
430	bluetooth	costado	- Paco, me he comprado un sonotone que es la leche, tiene wifi, bluetooth...  - ¿Ah, sí? ¿Y cuánto te ha costado?  - Las doce y cuarto.
431	vendrá	yonqui	-Mamá mamá se me ha caído otro diente ... Vendrá el ratoncito Pérez !! - Te he dicho mil veces que no...tienes 34 años y se te caen por yonqui
432	leganés	perdonad	Dos de leganes paseando por lepe, y le dice uno a otro: - Vaya mierda de pueblo y vaya mierda de chistes A esto que lo oye un lepero y le dice. - Perdonad, y vosotros de donde sois. Y dicen los chicos:  - De leganés. Y el lepero contesta: - Pues vaya mierda de monstruo y vaya mierda de lago
433	aspirinas	matarme	- Esta mañana, al levantarme, me encontraba tan mal que decidí matarme tomándome mil aspirinas. - ¿Y qué pasó? - Pues que después de tomarme la segunda ya me encontré muchísimo mejor.
435	grecia	cenado	- Vengo de vacaciones en Grecia y todo muy bonito, pero Creta, un asco!. - Un asco Creta?. - No gracias ya he cenado
437	fábricas	encargará	Las fábricas del futuro tendrán sólo dos empleados: un hombre y un perro. El hombre dará de comer al perro y el perro se encargará de que el hombre no apriete ningún botón.
438	lechuga	chiste	- ¿Te cuento un chiste verde rápido? - Vale - Una lechuga en una moto
439	presos	condenados	Una conversación en el patio de la cárcel entre dos presos condenados a cadena perpetua: - ¿Estás casado? - ¡No, prefiero ser libre!
440	cestita	lobo	Caperucita Roja va por el bosque y aparece el lobo. - Caperucita, te voy a dar un beso donde nadie te lo ha dado antes. - ¡ Uy, tendrá que ser en la cestita!
441	confesarse	iglesia	Un niño pelirrojo que va la iglesia a confesarse y el cura le pregunta: - ¿Pecas, hijo? - Sí padre... Hasta en el culo!
443	pannnn	pann	- Se abre el telón y aparecen cientos de barras de pan unas al lado de otras. ¿Cómo se llama la película? - Indiana Jones  ( pausa... nadie entiende el chiste, por qué?) (música de Indiana Jones)  Pan pan pan pannnnn, pan pan pannnn, pan pan pan pannnnn, pan pannn pan pan pann...
444	rocky	pequeñita	- Se abre el telón y se ve una piedra pequeñita, pequeñita. - ¿Cómo se llama la película? - Rocky
445	argentinos	argentina	- ¿Por qué en la Argentina hay tantos sietemesinos? - Porque a los argentinos no los aguantan ni sus madres.
446	religiosa	arranque	- Mí coche es una experiencia religiosa. - ¿Por qué? - Cada mañana rezo para que arranque.
450	inteligentísimo	ajedrez	- Pero, este perro es inteligentísimo, ¡Juega al ajedrez! ¡Vale una fortuna! - No te creas... Le he ganado tres partidas de cinco.
451	conseguimos	montones	Dos gallegos vuelven de cazar patos: - ¿Han cazado mucho? - No. No hemos conseguido ni un solo pato. - ¡Pero... si hay montones de patos! - Me imagino que debe ser que no conseguimos tirar el perro la suficientemente alto.
452	chihuahua	garganta	- ¿El perro de Ia entrada es suyo? - Sí. - Lo siento, pero mi perro chihuahua ha matado a su gran danés. - ¡Imposible! ¡Ja, ja, ja! ¿Usted ha visto el tamaño de mi perro? - Precisamente: mi chihuahua se ha quedado atascado en la garganta de su perro.
453	gatito	sitúa	- Entra un gallego en un banco con un gatito chiquitito en la mano. Se sitúa en el centro de la sala de la sucursal, se sube a una silla y grita: - ¡¡¡Arriba las manos todos o aprieto el gatillo!!!
456	médicos	ambulancia	- Yo soy un desastre con las mujeres desde pequeño. - No será para tanto... - Mira cómo será que cada vez que jugábamos a médicos a mi me tocaba siempre conducir la ambulancia.
457	calores	fríos	- Doctor, cuando mi marido y yo hacemos el amor a veces me entran unos fríos tremendos y a veces unos calores insoportables... - Cada cuánto hacen ustedes el amor? - Dos veces al año: en verano y en invierno.
458	cobarde	valor	- Arriba las manos, esto es un atraco, ¿tiene algo de valor? - Nada de nada. ¡Soy un cobarde!
459	confesarle	termine	- Camarera, ¿el baño? - AI fondo a la izquierda. Haga el favor: cuando termine, tire la cadena. Se va. Regresa a los cinco minutos. - Camarera, debo confesarle algo: la cadena la tiré pero la medallita de la Virgen del Rocío no, porque es un recuerdo de mi madre...
461	taxistas	psicoanalista	- ¿En qué se parecen un ingeniero argentino y un psicoanalista argentino? - Los dos son taxistas
462	bumerán	comprarse	- ¿Qué problema hay en comprarse un bumerán nuevo? - Que hay que tirar el viejo, y tirar el viejo, y tirar el viejo....
463	extremidades	cumplió	Un chico que no tenía extremidades, había nacido solo con tronco y cabeza. Cumplió 18 años: - ¡Hijo! ¡Tengo una sorpresa para vos! - ¡Espero que no sea otra maldito sombrero!
465	agradezco	botella	- Míre, jefe, como ayer llegué tarde le he traído esta botella de vino, pero no sé cómo se lo va a tomar. - ¡Ah, muy bien! Le agradezco, Manolo. A ver, a ver, pero ¡esta botella no se puede abrir! - Eso le decía, que no sé cómo se lo va a tomar.
466	refresco	cola	Un hombre en un bar pide al camarero: - dccadcahauougaquonekasñkdaaiiocu de Cola. - Que quiere un refresco ¿de qué?
467	seguirán	consumismo	"- ¡El año próximo será de gran consumismo. - Pero ¡si la crisis nos está matando a todos! - Por eso. El año que viene todos seguirán ""con su mismo"" sueldo, ""con su mismo"" coche, ""con su mismo"" traje..."
470	empezamos	jardinería	- Hola, ¿son aquí los exámenes de Jardinería? - No, se ha equivocado de planta. - Pues sí que empezamos bien…
471	trato	cuánto	- ¿Por cuánto me compras a mi suegra? - ¿Tu suegra?Por nada - De acuerdo... trato hecho
473	cerrara	cerrados	- Mamá, ¿qué haces en frente de la computadora con los ojos cerrados? - Nada, hijo, es que Windows me dijo que cerrara las pestañas...
474	invisible	transparente	En el periódico, zona de contactos:  Chico invisible busca a chica transparente para hacer cosas nunca vistas.
475	vibración	móvil	- Profesora, ¿Cómo se escribe teléfono móvil? - Tal como suena - … ¿Y si está en modo vibración?
476	preguntarte	céntimo	Hombre: ¿Dios? Dios: Si Hombre: ¿Puedo preguntarte algo?  Dios: Por supuesto!  Hombre: ¿Qué es para ti un millón de años?  Dios: Un segundo  Hombre: ¿Y un millón de euros?  Dios: Un céntimo  Hombre: Dios .... ¿podrías darme un céntimo?  Dios: Espera un segundo
477	prefiero	pedir	- Hola buenas, venia a pedir la mano de su hija. - ¿Ha visto ya a mi mujer? - Si, pero prefiero a su hija...
479	entierro	muerto	Pasa un entierro con miles de personas, y un señor pregunta:  - Oiga ¿sabe quien es el muerto? Y el otro le contesta: - No estoy seguro pero creo que es el que esta dentro de la caja.
481	bebiendo	borrachos	Están dos leperos borrachos y uno le dice al otro:  - No sigas bebiendo que te estás poniendo borroso
484	viaje	cuánto	- Cariño ¿Tú cuánto me quieres del 1 al 10?  - Yo del 1 al 10 te quiero mucho, pero del 11 al 30 me voy de viaje con mis amigos.
485	escaparme	responden	Un hombre llama por teléfono a un manicomio y pregunta:  - ¿Quien hay en la habitación 24?  A lo que le responden:  - Nadie señor.  - ¡Bien! ¡He conseguido escaparme!
486	taxista	gire	Un taxista le dice a su cliente.  - Me encanta ser taxista, soy mi propio jefe y nadie me dice lo que tengo que hacer.  - Ya... Gire a la derecha en la próxima calle....
487	traeré	pescado	En el restaurante: – Camarero, ¿el pescado viene solo? – No, no, se lo traeré yo.
488	agarrao	horror	Un borracho estaba orinando en la calle. Pasa una señora, y dice:  - ¡¡¡Qué horror, qué bestia, qué monstruo...!!!  Y el borracho le contesta:  - Pase tranquila señora, que lo tengo agarrao del pescuezo.
489	zero	coca	- Y... ¿cómo va tu vida amorosa amigo mio? - Pues como la Coca-Cola. - ¡Como la Coca-Cola! y ¿y eso cómo es? - Pues primero Normal, después Light y ahora Zero.
495	anticonceptivas	píldoras	Buenos días Dra., quería saber si puedo tomar las píldoras anticonceptivas con diarrea... - Mire... yo las tomo con agua, pero si le gustan así, no hay contraindicaciones.
496	mea	anciana	Una anciana le dice a otra: - Con los años, mi marido se ha convertido en una fiera en la cama. - ¿Te hace el amor como un salvaje? - No, se mea en las sábanas para marcar su territorio.
501	tuyos	educar	El yerno hablando con la suegra.... - No trates de decirme cómo educar a mis hijos. Yo estoy casado con una de los tuyos, y créeme, hay mucho que reclamar también.
504	jaja	seca	Sabes Por qué... ... El Mar No Se Seca? - Por Que No tiene toalla :v jaja
505	cenando	casó	El matrimonio cenando tranquilamente, y dice la mujer: - Pepe ¿sabes que el cura que nos casó ha muerto? Y Pepe la mira de reojo y le dice: - El que la hace, la paga.
508	encendido	sucedido	El marido, totalmente borracho, le dice a su mujer al acostarse: - Me ha sucedido algo increíble. He ido al baño y al abrir la puerta se ha encendido la luz automáticamente. - ¡La madre que te parió!, ya te has vuelto a mear en la nevera.
509	tlabajo	establa	Un chino entra en un bar y dice: - Buena venía palo del tlabajo. Y el dueño le responde: - Aquí el trabajo que hay es de lunes a domingo de 12 de la mañana a 12 de la noche. Y responde el chino: - Eso, lo que yo establa buscando..., medlia jolnada.
511	tomarán	juve	Restaurante de lujo. Tío bien vestido con una tía impresionante al lado. - ¿Qué tomarán los señores?. A mí me pone la langosta más grande que tenga y un cava Juve y Camps reserva de la Familia. - Sí, señor, ¿y a su mujer qué le pongo? - Póngale un fax y dígale que me lo estoy pasando en grande.
512	negros	hospital	Un hombre, en el hospital, esperando a que la mujer dé a luz, sale el médico y dice: - Han sido quintillizos. - ¡Es que tengo un cañón!, - dice el hombre orgulloso. - Pues a ver si lo limpia un poco, porque han salido negros.
513	cortador	cortando	- Buenas, estoy buscando trabajo como cortador de árboles.  - Alguna experiencia?  - Si claro, llevo los últimos 30 años cortando árboles en el Sahara.  - Pero si ahí no hay árboles!  - Para que vea, ¿soy o no soy bueno?
516	maleducado	pegándole	Un niño fue pegado por la vecina y la madre furiosa fue a pedirle explicaciones:  - ¿Por qué le pegó a mi hijo?  - Por maleducado, me llamó gorda.  - ¿Y cree que pegándole va a adelgazar?
519	servilleta	billete	¿Qué quiere ser la servilleta cuando sea grande? ... quiere ser  Billete.
524	venir	borracho	Un borracho que llega a casa y su mujer le dice: - ¿De dónde viene Pepe? Y el borracho responde: - ¿De dónde viene Pepe... de dónde va a venir Pepe?, pues de José.
526	separaría	quedaría	Pregunta el marido a la esposa: - ¿Qué harías si me tocara la lotería? Esposa: - Me quedaría con la mitad, me separaría de ti y me iría de casa. Marido: - Muy bien. Pues me han tocado 12 euros; toma tus 6 y ¡hala!, a freír espárragos.
527	dieta	pareja	Esto es una pareja, y la mujer dice: - Cariño, ¿sabes? me he puesto a dieta... Y su marido le contesta: - ¿Ah, sí? ¿Y cuánto has perdido? Y su mujer le responde: - Una semana.
528	divorciarse	esposo	- Dígame, ¿cuál es el motivo por el que quiere divorciarse de su esposo? - Mi marido me trata como si fuera un perro. - ¿La maltrata, le pega? - No, quiere que le sea fiel...
530	cirujanos	operé	Dos cirujanos en un bar ven pasar a un paciente. - A ese hombre lo operé yo. - ¿Qué le sacaste? - Cuatro mil euros.
532	devolverla	forever	- Buenos días, me gustaría alquilar Batman Forever. - No es posible, tiene que devolverla tomorrow.
535	sinfonía	dedicó	- ¿Sabías que Beethoven dedicó su quinta sinfonía a su padre? - ¿Cómo lo sabes? - Fíjate en el comienzo: “Para papá…”
538	curry	gustará	- ¿Te gusta el pollo? - .... No - ¿Y el curry? - Pues... tampoco - Entonces no te gustará lo que he hecho. -¿Pollo al curry? - No, me he acostado con tu mujer.
540	abrimos	montamos	Dos borrachos que están en la plaza del pueblo y uno le dice al otro: - Compadre, ¿por qué no montamos un bar? Y le dice el otro: - ¡Venga!, pero ¿y si nos va malamente? Y le contesta el otro: - Pues si nos va malamente lo abrimos al público.
541	casaste	dijeron	- Manolo, me dijeron que te casaste. - Sí, sí, ya ves. - ¿Y qué tal eso del matrimonio? - Pues al principio bien, pero en cuanto sales de la iglesia...
543	encendidas	módem	- Asistencia técnica telefónica, ¿en qué puedo ayudarle? - No me funciona el módem. - ¿Qué luces tiene encendidas? - La del salón y la del pasillo. - ... ...Vale, le mandamos un técnico.
546	jeoba	testigo	Llama un testigo de Jeoba a la puerta de un señor y dice: - ¿Quiere que le le-le-le-le-le-a-a-a-a la bi-bi-bi-bi-blia o me la compra?
547	pelcula	peliculón	Se abre el telon y aparece un culo muy gordo con solo un pelo se cierra el telon - ¿Cómo se llama la pelcula? - El peliculón
549	prohibido	beber	- Manolo!!! -grita el jefe de sección- acaso no sabes que esta prohibido beber durante el trabajo!! - No se preocupe jefe, no estoy trabajando.
551	dijeron	tonta	- Ayer me dijeron que soy fea. - No te preocupes, a mí me han dicho cosas peores. - ¿Qué te han dicho? - Que también eres bastante tonta.
552	quienquiera	escapado	- Mi mujer se ha escapado con mi mejor amigo. - ¿Con tu mejor amigo? ¿Quién es? - No sé, pero quienquiera que sea, desde ahora es mi mejor amigo.
554	factura	matrimonio	- Papá... ¿qué es el amor? - Es la luz de la vida, hijo mío. -¿Y el matrimonio? - Es la factura que llega después
555	diferencias	terapia	- Venimos por lo de la terapia de pareja. - Muy bien, lo primero es aparcar las diferencias - Eso lo hago yo, que haya conduce como el culo
556	estaremos	sevilla	- Llevamos 65 horas conduciendo ¿No estaremos perdidos manolo? - Que va, estamos llegando, pregunta a ese señor, ya verás. - ¿Cómo vamos a Sevilla? -لصفحة ما سيلهي القارئ عن التركيز
557	agraciada	diviertas	En una discoteca, una tía poco agraciada se acerca no demasiado disimuladamente a un tío. Al cabo de un rato, este le dice: - ¿Bailas? - Si... - Así me gusta, que te diviertas.
560	precauciones	ginecólogo	Una señora en el ginecólogo: - Señora, está usted embarazada. - ¿Otra vez? - ¿Es que su marido no toma precauciones? - El sí, pero los otros no.
561	vivirá	salud	En la consulta del médico - Usted tiene una perfecta salud. Vivirá hasta los 80. - Pero doctor, yo tengo 80 ahora. - ¿Lo ve? ¿tenía o no tenía yo razón?
562	miyagi	karate	En una entrevista de trabajo: - Muy bien Javier, el puesto es casi suyo, pero antes una última pregunta, dígame un personaje que admire - Miyagi - ¿El de Karate Kid? - No, el de los Rolling - ¿Mick Jagger? - Usted si que habla inglés bien, nivel pro
563	notaría	portera	Un tío pregunta a la portera de un edificio: - ¿La notaría? - Si se acerca....
566	airbag	malas	- Mariano, te tengo que dar dos noticias, una buena y otra mala. - Ya estoy harto de noticias malas, dime solo la buena. - Que el airbag del coche funciona.
567	excelentovsky	exactovsky	—¿Nivel de ruso? —Excelentovsky. —No sabe nada, ¿verdad? —Exactovsky. —¡LÁRGUESE DE AQUÍ! —Hasta luegovsky.
568	embarazada	serio	- ¿Qué os ha dicho el médico? - Pues que me quedan 8 meses de vida - ¿En serio? ¿Pero qué tienes?  - Yo nada, pero mi mujer está embarazada
569	conversó	muchacho	Una joven le presentó su último novio a su papá, y éste conversó largamente con el chico. Cuando el chico se va de la casa le dice el padre a su hija: - Es un excelente muchacho, hija. Merece una buena mujer. Te recomiendo que te cases con él antes de que la encuentre...
571	déjame	imbécil	El marido se mete en la cama y la susurra a ella al oído: -Cariño, estoy sin calzoncillos Y ella le responde: -Imbécil, déjame dormir, mañana te lavo unos.
573	vidente	seré	- ¿Sabe? soy vidente, y por 10 euros le digo su futuro. - ¿10 euros? OK. - Yo seré vidente, tú serás vidente, él será vidente...
574	quejarse	secretario	Un loco llega a la oficina del manicomio a quejarse: - Buenas, vengo porque mi compañero de cuarto no me deja dormir. - ¿Por qué?- le pregunta el secretario. - Él tiene complejo de motocicleta. - ¿Y qué es lo que le molesta? ¿El ruido que hace? - No, lo que me molesta es el humo.
575	apúntalo	cerveza	- Ponme una cerveza y apúntalo en mi cuenta. - Aquí no se apunta nada. - Así me gusta, con buena memoria.
576	sorprender	regalar	Deme una pluma que quiero darle una sorpresa a mi hijo - ¿Qué edad tiene? - Veinte años - ¿Y usted cree que con esa edad se va a sorprender? - Estoy completamente seguro, él se cree que le voy a regalar un coche.
578	suplicante	tráigame	Llega un señor al cine y pregunta a la primera persona que ve sentada: - Disculpe, ¿está ocupado? - No, responde el sujeto. Entonces el señor con tono casi suplicante le dice: - Tráigame unas palomitas...
580	passa	dátiles	Está un macarra subido en una palmera. Pasa otro y le dice: - ¡Eh! ¿Qué passsa colega, qué haces ahí subido? - Pues nada, comiendo higos... - ¡Pero tío! Encima de una palmera serán dátiles, ¡¡¡no higos!!! - Que passa, ¡¡me he comprado un kilo de higos y me los como donde quiero!!
582	mosca	sopa	- ¡Camarero! ¡Hay un mosca en sopa! - No es UN mosca, es UNA mosca. - ¡Caray, qué vista tener usted!
583	hombros	hermanos	En Lepe sólo hay dos personas que se dedican a la mudanza y son hermanos. Un día iba uno de ellos con un armario muy grande a hombros y uno del pueblo le dice: - Pero, ¿no te ayuda tu hermano? - Sí, mi hermano está dentro sujetando las perchas.
584	bidente	conejo	- Soy bidente. - ¿Puedes ver el futuro? - No, sólo tengo dos dientes - ¿Eres idiota? - No, soy un conejo
587	examinar	rico	Un matrimonio visita al médico. Tras examinar a la mujer, el médico le dice al marido: - La verdad es que no me gusta el aspecto de su esposa. - Ni a mí, pero es que su padre es muy rico..
588	celebrando	separamos	Entra un matrimonio en un restaurante, y cuando se sientan, le dice la mujer: - ¿Te has dado cuenta del borracho que había en la barra del bar?. Es mi ex-novio, que no ha parado de beber desde que nos separamos. - ¡No me extraña. ¡Todavía lo estará celebrando!.
589	prosiga	cuchillo	- A ver cuénteme su versión de los hechos -dice el juez. - Verá, estaba yo en la cocina con el cuchillo de cortar jamón. En esto que entra mi mujer, tropieza, cae sobre el cuchillo y se lo clava en el pecho. - Ya... - dice el juez - prosiga... - Pues así, hasta siete veces.
594	ziempre	escopeta	Un hombre dice a su mujer: - Mujer, ¡Me voy de caza! La mujer le contesta: - Pero, ¿llevas la escopeta? El hombre la dice: - No, que me voy de caza, pero 'pa ziempre'.
595	ejercito	rango	"Un ""sargento de hierro"" les está echando el rollo a los recién llegados a la mili, y le pregunta a uno: -Y a usted ¿que rango le gustaría alcanzar en el ejercito? -General -General!¿Está usted loco? -No, ¿hace falta?"
598	amenazante	buscara	Uno que va hacia un señor que sin meterse con nadie bebía su copa en un extremo de la barra, le dice en tono amenazante: - ¿Está usted buscando pelea? El otro le responde calmado: - Desde luego que no, amigo. Si buscara pelea ya me habría ido a mi casa con mi mujer.
599	embarazada	llévesela	- Doctor, ¿qué puedo hacer para que este año mi mujer no se quede embarazada en vacaciones? - Llévesela con usted.
602	pulmonía	diagnosticó	-¿Está usted seguro que tengo pulmonía, doctor?. Sé de casos en que el médico diagnosticó pulmonía y el paciente murió de otra cosa. - No se preocupe - le dice el médico. - Cuando yo trato a un paciente de pulmonía, muere de pulmonía.
603	duerma	mee	- Doctor, doctor, ¿qué puedo hacer para que me hijo no se mee en la cama? - Que duerma en el baño.
604	operarse	apendicitis	Va una mujer al doctor y le dice: - Doctor, doctor, me duele mucho en el bajo vientre. - ¡Huy!, eso va a ser apendicitis seguro, tiene que operarse ya mismo. - Pero... ¿que dice doctor?. Quiero una segunda opinión. - Bueno, pues también opino que esta usted como un queso de buena.
605	focas	focos	- ¿Por qué las focas del circo miran siempre hacia arriba? - Porque es donde están los focos.
608	tomarán	elección	Una pareja llega a un restaurante de lujo: - ¿Qué tomarán los señores? - A mi me pone una langosta y un buen cava reserva familiar. - ¡Excelente elección! y ¿a su señora? - Pues a ella, ...si, póngale un fax y dígale que me lo estoy pasando de cine...
610	cheque	cobrar	Un catalán va a cobrar un cheque al banco y el cajero que lo atiende le dice: - Muy bien... ¿Cómo quiere el dinero? - ¡Con desesperación, oiga, con desesperación!
612	pillé	cagó	Uno tipo está en un bar y le comenta al camarero: - Pues sí. La última vez que estuve en este bar, pillé una buena cogorza. Pero así como medio en sueños, recuerdo que tenían un WC con la taza dorada ... ¿no? Y el camarero: - ¡Manolo! ¡Aquí está el que se cagó en tu trombón!
614	tráigalos	cambiamos	- ¿Hola, es la carnicería? - No, es la zapatería. - Disculpe, me he equivocado de número. - No importa, tráigalos, se los cambiamos.
616	hurgando	refiero	Un niño va en el tren con su madre. Durante 400 Km., el niño se está hurgando en la nariz, sin mucho éxito. Otro pasajero que estaba cansado de ver al niño dale que dale, le dice a la madre: - Es listo ¿Eh? - No. no, señor. Es normal. - No. Si me refiero al moco.
618	ganadera	famoso	Un famoso rico, pasea con su hijo por su hacienda ganadera. El hijo le pregunta al padre: - Papá, papá, todo lo que veo a mi alrededor es ganado. - ¡No hijo, la mayoría es robado!
619	golf	pecado	Un domingo, después de la misa, uno de los feligreses se acerca al párroco y le pregunta: - Reverendo, ¿es pecado jugar al golf en domingo? - Hijo mío, dijo el padre poniendo la mano sobre su hombro, te he visto jugar al golf, en tu caso es un pecado cualquier día.
622	divertimos	salimos	La mujer a su marido: - Amor mio, te propongo una cosa. - Tu dirás - ¿Por qué no salimos esta noche y nos divertimos un poco? - Me parece estupendo!! - Pues si tu llegas primero, no olvides dejar la luz del porche encendida.
625	buscándolos	trajes	- ¿Oiga tiene trajes de camuflaje? - Tenerlos si los tengo ¿sabe?, pero llevo un mes buscándolos.
626	hermanas	miman	Una señora le dice a un solterón empedernido: - Pero usted ¿no piensa casarse?. - ¿Para que?, si tengo dos hermanas que me miman, me quieren y me dan todos los caprichos. - Ya pero sus hermanas no pueden darle lo que puede darle una mujer. - Y ¿quién le ha dicho que eran hermanas mías?.
627	naturalmente	oler	Dos tíos en un ascensor. En un momento dado uno empieza a oler a un lado y a otro y al final dirigiéndose al otro le dice: - Se ha tirado usted un pedo ¿verdad? - Naturalmente, señor, o es que se cree que yo huelo así.
628	santiago	compostela	Se encuentran dos y uno le dice al otro: - Por fin ya he encontrado trabajo! - ¿Dónde? - En Santiago - ¿De qué? - De Compostela
629	puntas	bulto	- Un cabo instructor al recluta. - ¿Cuántas estrellas tiene un capitán? - Cinco - ¿De cuantas puntas? - De siete - ¿Dónde las lleva? - En el pantalón - ¡Muy bien hombre, muy bien! - Pues lo he dicho al bulto.
631	novios	desayuno	Esta una pareja de novios en la cama y él le dice: -Amor mio, no desayuno pensando en ti, no como pensando en ti y no ceno pensando en ti. Y por la noche cuando me acuesto no puedo dormir. - ¿Pensando en mí? - No, nena, de hambre.
632	acompañarme	cantar	Está un vagabundo tumbado tocando la guitarra en la Gran Vía. Se le acerca un Poli y le dice: - ¿Oiga haga el favor de acompañarme? - ¿Qué canción desea cantar el señor?
633	subiremos	entrará	Un tío que va a buscar trabajo en una empresa y le dice el gerente: - Ahora entrará ganando 700 euros y dentro de tres meses le subiremos a 2.000 - Bueno pues ya volveré dentro de tres meses.
634	helicóptero	cadáveres	Un helicóptero se ha estrellado en el cementerio de Lepe. La policía local informa que se llevan recuperados mas de 4.000 cadáveres.
635	bingo	cartones	Uno que entra por primera vez a un bingo. - ¿Cuantos cartones quiere? - ¿A cómo son? - A dos euros cada uno - Pues deme uno de whiston y otro de malboro.
636	adivinos	cristal	- ¿Por qué los adivinos no pueden tener hijos? - Porque tienen las bolas de cristal.
638	hora	diez	- ¿Qué hora tienes? - ¡Las diez menos diez! - Entonces no tienes nada.
639	multitud	inaugura	Se inaugura un aeropuerto en Lepe. Se congrega una gran multitud, el día de la inauguración. De pronto por la megafonía se oye el siguiente anuncio: - ¡Se ruega a los ciudadanos de Lepe que no echen mas migas de pan a la pista que los aviones bajan solos!.
642	naufragio	barco	En un barco que sufre un naufragio - ¡Capitán, capitán, no se vaya que aún quedan mujeres en el barco! - Si hombre, para mujeres estoy yo ahora.
643	páguelas	letras	Va uno al oculista y le dice: - Doctor, se me juntan las letras. - Pues páguelas, hombre, páguelas.
646	aburrida	marcho	¡Que fiesta mas aburrida en cuanto encuentre mis calzoncillos me marcho!
647	museo	david	Dos solteronas en la visita de un museo: - ¿No te parece que para ser tan grande el David de Miguel Ángel tenía unos órganos sexuales muy pequeños? La contesta la otra: -¡Sí y también muy fríos!.
648	pedirles	hermanas	Estaban dos hermanas sentadas en el baile de fin de curso. Una era fea, pero fea fea. Se acerca un chico a pedirles un baile y dice a la menos fea: - ¿Bailas? - ¡No! - ¿Y eso? - Eso es mi hermana y tampoco baila.
649	despistado	vete	- Papá, papá en el colegio me llaman el despistado. - Anda chaval, vete a tu casa.
652	manual	librería	Un señor entra en una librería y le dice al dependiente: - ¿Por favor, podría darme un manual de buenos modales? ¡Calvo de mierda!
656	cincuenta	satie	Cuando era joven, me decían: ”Ya verás cuando tengas cincuenta años”. Tengo cincuenta años y no he visto nada. Erik Satie.
659	ayúdame	culona	- Mamá, mamá en el colegio me llaman culona. - ¡Bah no hagas caso!. Anda, ayúdame a doblar tus bragas.
660	estaré	pasará	- Perdone, ¿pasará por aquí el 25? - pregunta un señor a otro en la parada del autobús. El otro se queda pensando y al poco le responde: - No, lo siento. El 25 estaré en Bilbao.
661	hitler	cartera	Dos amigos, uno saca la cartera con una foto de su nueva novia: - Mira, esta es mi novia. ¿Qué te parece?. - ¡Impresionante! - ¡Hombre, tampoco exageres! - No, no, si es impresionante de verdad. Si tuviera bigote, sería clavadita a Hitler.
663	cigarrillo	guardo	Un borracho saca las cerillas para encender un cigarrillo, pero no enciende. Saca una tras otra y las tira. Finalmente, una de ellas enciende, la apaga y dice: - ¡Hip... hip... esta me la guardo... hip... esta... hip... es de las buenas...!
665	ángel	conoce	Ángel habla con su novia: - ¡Oye tu padre es que me tiene por medio tonto! - No te preocupes, hombre, es que solo te conoce a medias.
666	pecoso	confesarse	Era un niño pecoso, muy pecoso. Un día al confesarse le pregunta el cura: - ¿Pecas, hijo? - Sí padre... Hasta en la planta de los pies.
667	demonios	cantándole	- Un borracho está en una jaula del zoo cantándole una nana a la gorila. - ¿Qué demonios hace usted ahí?- Le pregunta el guarda. - Pues ya lo ve, durmiendo la mona.
669	patas	perro	- Mi perro tiene ocho patas!-le dice un loco a otro. - ¡No puede ser! - Sí sí: dos delante y dos detrás; dos a un lado y dos al otro.
670	edad	seguramente	- Doctor! vengo porque hace tiempo que me duele mucho esta pierna. - Eso seguramente es de la edad. - ¡Pues esta otra tiene la misma edad y no me duele!
672	porcelana	porceobejas	- Mamá, mamá, ¿de donde sale la porcelana? - De las porceobejas hijo - ¡Gracias mamá! - Enga
673	pancracio	hablar	- ¡Jaimito, en clase no se puede dormir! - Ya lo sé, hermano Pancracio. ¡No para usted de hablar!.
674	marino	eterno	Dos señoras amigas, le dice una a la otra. - Pues mi marido es marino y se tira 11 meses en el mar y uno en casa. - ¿Se te hará el tiempo eterno?. - No te creas porque se pasa medio mes en casa de su madre.
675	consumir	billete	Un cliente paga lo que acaba de consumir con un billete de 5 euros. - Perdone, señor, pero son veinte euros. - ¡Oh, no, son cinco euros!. ¡Mírelos bien!.
677	conservarse	discutiendo	- Ay va António! Cómo hace usted para conservarse tan joven. - Pues mira no discutiendo con nadie. - ¿Por eso no será? - Bueno, pues no será por eso.
678	telefonista	liando	Una telefonista rubia deletreando: - Zeta de Zevilla, F de Famplona,... Un momento, un momento, que me parece que me estoy liando
680	libertad	callas	-Estoy a FAVOR de la libertad de expresión. -Y yo. -Tú te callas.
